id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,book_idx
669,9328,9328,3374404,243,553383809,9780553383800.0,"Isabel Allende, Magda Bogin",1982.0,La casa de los espíritus,The House of the Spirits,en-US,4.2,119930,140339,5244,1380,4506,21376,50822,62255,https://images.gr-assets.com/books/1358615501m/9328.jpg,https://images.gr-assets.com/books/1358615501s/9328.jpg,9326
674,7494,7494,141228,79,446611085,9780446611080.0,James Patterson,2001.0,Suzanne's Diary for Nicholas,Suzanne's Diary for Nicholas,eng,4.16,121398,124164,4255,2106,5364,21005,38213,57476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7493
680,1005,30186948,1199320,709,1585424331,9781585424340.0,Napoleon Hill,1937.0,Think and Grow Rich,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,eng,4.17,87445,117444,3272,2764,5469,18408,33331,57472,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1004
681,8337,8337,1200805,132,60885378,9780060885370.0,"Laura Ingalls Wilder, Garth Williams",1932.0,Little House In The Big Woods,"Little House in the Big Woods (Little House, #1)",eng,4.16,165127,177991,4096,2773,5952,31155,57916,80195,https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg,8335
683,3463,3463,1498124,105,446696137,9780446696140.0,Nicholas Sparks,2001.0,A Bend in the Road,A Bend in the Road,eng,4.02,116800,123173,3392,1452,5660,27409,42912,45740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3462
686,3466,3466,1208014,85,446615862,9780446615860.0,Nicholas Sparks,2003.0,The Wedding,"The Wedding (The Notebook, #2)",en-US,3.98,118045,124358,5443,2102,7587,28194,39312,47163,https://images.gr-assets.com/books/1385738787m/3466.jpg,https://images.gr-assets.com/books/1385738787s/3466.jpg,3465
687,1067,1067,3364186,38,743226720,9780743226720.0,David McCullough,2005.0,1776,1776,eng,4.06,130293,135378,5963,3155,5468,23230,51681,51844,https://images.gr-assets.com/books/1306787560m/1067.jpg,https://images.gr-assets.com/books/1306787560s/1067.jpg,1066
690,9742,9742,1716451,62,307237699,9780307237700.0,Barack Obama,2006.0,The Audacity of Hope: Thoughts on Reclaiming the American Dream,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US,3.69,110873,114115,4511,7053,7808,28645,40177,30432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9740
704,4687,4687,3875895,114,786226749,9780786226740.0,John Irving,1985.0,The Cider House Rules,The Cider House Rules,eng,4.1,124876,134263,3170,1250,4327,23669,55302,49715,https://images.gr-assets.com/books/1327962519m/4687.jpg,https://images.gr-assets.com/books/1327962519s/4687.jpg,4686
708,1430,1430,1950213,194,60589280,9780060589290.0,"Paulo Coelho, Margaret Jull Costa",2003.0,Onze minutos,Eleven Minutes,eng,3.69,102206,116141,5444,4444,11306,31202,38487,30702,https://images.gr-assets.com/books/1358266987m/1430.jpg,https://images.gr-assets.com/books/1358266987s/1430.jpg,1429
709,4009,4009,1839377,155,316767727,9780316767730.0,J.D. Salinger,1953.0,Nine Stories,Nine Stories,eng,4.19,105138,117297,3423,1416,3591,18615,41479,52196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4008
720,2880,2880,1854946,34,1591164419,9781591164420.0,Tite Kubo,2002.0,BLEACH―ブリーチ―　1,"Bleach, Volume 01",eng,4.21,120004,120433,890,2644,5380,18982,30554,62873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2879
722,9539,9539,6591373,83,812513738,9780812513740.0,Robert Jordan,1992.0,The Shadow Rising ,"The Shadow Rising (Wheel of Time, #4)",en-US,4.21,122524,130562,2145,930,3327,20346,48728,57231,https://images.gr-assets.com/books/1470841890m/9539.jpg,https://images.gr-assets.com/books/1470841890s/9539.jpg,9537
726,2373,2373,2589896,109,451188454,9780451188460.0,Jeffery Deaver,1997.0,The Bone Collector,"The Bone Collector (Lincoln Rhyme, #1)",en-US,4.18,120541,125250,1785,1165,3101,20494,47836,52654,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2372
730,5308,5308,195832,233,142000698,9780142000690.0,John Steinbeck,1947.0,The Pearl of the World,The Pearl,eng,3.41,133264,145891,6121,8757,18361,48458,45467,24848,https://images.gr-assets.com/books/1437234939m/5308.jpg,https://images.gr-assets.com/books/1437234939s/5308.jpg,5307
738,9822,9822,839692,73,689862202,9780689862200.0,Robert C. O'Brien,1971.0,Mrs. Frisby and the Rats of NIMH,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",,4.13,135978,142350,2718,1620,4727,26279,50968,58756,https://images.gr-assets.com/books/1351191064m/9822.jpg,https://images.gr-assets.com/books/1351191064s/9822.jpg,9820
744,6708,6708,840520,153,1577314808,9781577314810.0,Eckhart Tolle,1997.0,The Power of Now,The Power of Now: A Guide to Spiritual Enlightenment,eng,4.1,104549,112730,5376,3440,6131,17848,33175,52136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6707
751,8694,8694,74123,142,345418905,9780345418910.0,Douglas Adams,1982.0,"Life, the Universe and Everything","Life, the Universe and Everything (Hitchhiker's Guide, #3)",eng,4.19,131562,145992,2354,657,3816,25663,53047,62809,https://images.gr-assets.com/books/1333577589m/8694.jpg,https://images.gr-assets.com/books/1333577589s/8694.jpg,8692
760,9532,9532,3145587,63,765342405,9780765342410.0,Orson Scott Card,1998.0,Ender's Shadow,"Ender's Shadow (Ender's Shadow, #1)",eng,4.3,115521,125744,4587,706,2793,16218,44173,61854,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9530
779,5211,5211,865827,79,140003065X,9781400030650.0,Rohinton Mistry,1996.0,A Fine Balance,A Fine Balance,eng,4.34,99252,104516,7227,1477,3066,11254,31034,57685,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5210
790,6596,6596,376130,82,1878424505,9781878424500.0,Miguel Ruiz,1997.0,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",The Four Agreements: A Practical Guide to Personal Freedom,,4.12,97016,112472,6132,2463,5818,19047,33836,51308,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6595
793,3980,3980,1384549,83,744583276,9780744583270.0,E.L. Konigsburg,1967.0,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,134537,144108,5440,1943,5209,25045,49509,62402,https://images.gr-assets.com/books/1327784751m/3980.jpg,https://images.gr-assets.com/books/1327784751s/3980.jpg,3979
795,4271,4271,2961843,138,140285679,9780140285670.0,Nick Hornby,1998.0,About a Boy,About a Boy,en-US,3.79,101999,112161,2794,1127,5639,32252,49493,23650,https://images.gr-assets.com/books/1382004144m/4271.jpg,https://images.gr-assets.com/books/1382004144s/4271.jpg,4270
798,7770,7770,98895,49,7173687,9780007173690.0,Dr. Seuss,1960.0,"One Fish, Two Fish, Red Fish, Blue Fish","One Fish, Two Fish, Red Fish, Blue Fish",,4.12,117582,122653,2074,2153,5979,24401,32449,57671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7769
806,5096,5096,750558,11,340829788,9780340829780.0,"Stephen King, Dave McKean",1997.0,Wizard and Glass,"Wizard and Glass (The Dark Tower, #4)",eng,4.24,105026,120708,4070,1040,4034,17762,39468,58404,https://images.gr-assets.com/books/1327946510m/5096.jpg,https://images.gr-assets.com/books/1327946510s/5096.jpg,5095
809,5479,5479,39947767,38,60776099,9780060776090.0,"Aldous Huxley, Christopher Hitchens",1932.0,Brave New World/Brave New World Revisited,Brave New World / Brave New World Revisited,eng,4.16,108124,110115,1012,1215,3784,18335,39753,47028,https://images.gr-assets.com/books/1331315450m/5479.jpg,https://images.gr-assets.com/books/1331315450s/5479.jpg,5478
817,6294,6294,2001,75,006441034X,9780064410340.0,Diana Wynne Jones,1986.0,Howl's Moving Castle,"Howl's Moving Castle (Howl's Moving Castle, #1)",eng,4.3,123945,140348,9219,1370,3764,18194,45058,71962,https://images.gr-assets.com/books/1407450489m/6294.jpg,https://images.gr-assets.com/books/1407450489s/6294.jpg,6293
824,1554,1554,3098166,498,1580495931,9781580495940.0,"Sophocles, J.E. Thomas",-430.0,Οἰδίπους Τύραννος,"Oedipus Rex  (The Theban Plays, #1)",eng,3.67,119496,134384,2129,3032,12324,42020,45436,31572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1553
826,5659,5659,1061285,1150,143039091,9780143039100.0,"Kenneth Grahame, Gillian Avery",1908.0,The Wind in the Willows,The Wind in the Willows,eng,3.98,124612,139791,4057,2608,7140,31301,47933,50809,https://images.gr-assets.com/books/1423183570m/5659.jpg,https://images.gr-assets.com/books/1423183570s/5659.jpg,5658
828,9516,9516,3303888,39,037571457X,9780375714570.0,"Marjane Satrapi, Mattias Ripa",2000.0,Persepolis,"Persepolis: The Story of a Childhood (Persepolis, #1)",eng,4.23,117103,119965,6588,1138,3121,16734,45474,53498,https://images.gr-assets.com/books/1425871473m/9516.jpg,https://images.gr-assets.com/books/1425871473s/9516.jpg,9514
829,3087,3087,4574872,557,1420925431,9781420925430.0,E.M. Forster,1908.0,A Room with a View,A Room with a View,eng,3.91,109994,122055,3969,2113,7241,28787,45563,38351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3086
833,5355,5355,1254155,112,385339666,9780385339670.0,John Grisham,1994.0,The Chamber,The Chamber,eng,3.76,102715,106806,1337,1706,7154,32686,38347,26913,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5354
838,8648,8648,1150594,79,312861877,9780312861870.0,Orson Scott Card,1991.0,Xenocide,"Xenocide (Ender's Saga, #3)",eng,3.77,104467,115183,3217,1842,8424,33016,43038,28863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8646
846,5472,5472,2966408,51,151010269,9780151010260.0,"George Orwell, Christopher Hitchens",1950.0, Animal Farm & 1984,Animal Farm / 1984,eng,4.26,116197,118761,1293,1212,3276,16511,40583,57179,https://images.gr-assets.com/books/1327959366m/5472.jpg,https://images.gr-assets.com/books/1327959366s/5472.jpg,5471
847,5161,5161,1207024,48,140286276,9780140286270.0,Jacquelyn Mitchard,1996.0,The Deep End of the Ocean,"The Deep End of the Ocean (Cappadora Family, #1)",en-US,3.84,102733,104471,1095,1741,6092,27939,39820,28879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5160
855,1625,1625,3267921,861,743482778,9780743482780.0,William Shakespeare,1601.0,"Twelfth Night; or, What You Will",Twelfth Night,eng,3.97,119607,128893,2615,1494,6329,29985,47546,43539,https://images.gr-assets.com/books/1416628008m/1625.jpg,https://images.gr-assets.com/books/1416628008s/1625.jpg,1624
857,902,902,869832,38,014240120X,9780142401200.0,Ellen Raskin,1978.0,The Westing Game,The Westing Game,eng,4.03,117108,124343,7814,2682,6710,24165,41664,49122,https://images.gr-assets.com/books/1356850909m/902.jpg,https://images.gr-assets.com/books/1356850909s/902.jpg,901
867,3867,3867,1882970,96,393328627,9780393328620.0,Nicole Krauss,2005.0,The History of Love,The History of Love,eng,3.91,98379,103470,9622,2251,7414,22791,35939,35075,https://images.gr-assets.com/books/1327911009m/3867.jpg,https://images.gr-assets.com/books/1327911009s/3867.jpg,3866
870,2199,2199,2861004,40,743270754,9780743270760.0,"Doris Kearns Goodwin, Suzanne Toren",2005.0,Team of Rivals: The Political Genius of Abraham Lincoln,Team of Rivals: The Political Genius of Abraham Lincoln,eng,4.3,102923,107944,5875,3306,3095,11140,31184,59219,https://images.gr-assets.com/books/1347278868m/2199.jpg,https://images.gr-assets.com/books/1347278868s/2199.jpg,2198
893,870,870,1959820,37,1591169208,9781591169210.0,"Hiromu Arakawa, Akira Watanabe",2002.0,鋼の錬金術師 1,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",eng,4.49,93990,94768,1103,972,1734,8737,21751,61574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,869
895,7815,7815,1659905,57,1400078431,9781400078430.0,Joan Didion,2005.0,The Year of Magical Thinking,The Year of Magical Thinking,eng,3.86,94590,99308,7729,2670,7410,22435,35538,31255,https://images.gr-assets.com/books/1327878638m/7815.jpg,https://images.gr-assets.com/books/1327878638s/7815.jpg,7813
901,4965,4965,3211895,20,142001430,9780142001430.0,Geraldine Brooks,2001.0,Year of Wonders: A Novel of the Plague,Year of Wonders,eng,4.0,104283,108029,8124,1491,4853,21931,43557,36197,https://images.gr-assets.com/books/1327936622m/4965.jpg,https://images.gr-assets.com/books/1327936622s/4965.jpg,4964
903,667,667,287946,460,452281253,9780452281260.0,Ayn Rand,1938.0,Anthem,Anthem,eng,3.62,95620,106766,7096,6095,10982,27984,34074,27631,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,666
905,8073,8073,11045,28,689707495,9780689707490.0,"Judi Barrett, Ron Barrett",1978.0,Cloudy with a Chance of Meatballs,Cloudy With a Chance of Meatballs,eng,4.15,104677,105520,1782,1641,4578,19494,30132,49675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8071
912,6427,6427,617151,76,140255559,9780140255550.0,Janet Evanovich,1996.0,Two for the Dough,"Two for the Dough (Stephanie Plum, #2)",eng,4.11,116171,127548,4045,458,3089,25824,51020,47157,https://images.gr-assets.com/books/1330926461m/6427.jpg,https://images.gr-assets.com/books/1330926461s/6427.jpg,6426
916,7603,7603,903067,69,812971060,9780812971060.0,Azar Nafisi,2003.0,Reading Lolita in Tehran: A Memoir in Books,Reading Lolita in Tehran,eng,3.57,94696,98413,6576,4270,10670,28610,34061,20802,https://images.gr-assets.com/books/1397751318m/7603.jpg,https://images.gr-assets.com/books/1397751318s/7603.jpg,7602
919,7354,7354,310090,95,743225422,9780743225430.0,Annie Proulx,1993.0,The Shipping News,The Shipping News,eng,3.83,103151,109047,4044,3321,8054,24808,40446,32418,https://images.gr-assets.com/books/1469036074m/7354.jpg,https://images.gr-assets.com/books/1469036074s/7354.jpg,7353
936,4978,4978,2754911,105,141651693X,9781416516930.0,"Stephen King, Bernie Wrightson",2003.0,Wolves of the Calla,"Wolves of the Calla (The Dark Tower, #5)",eng,4.17,98182,109648,2874,1013,3733,17788,39889,47225,https://images.gr-assets.com/books/1419360231m/4978.jpg,https://images.gr-assets.com/books/1419360231s/4978.jpg,4977
943,4136,4136,674383,42,316191299,9780316191300.0,David Sedaris,1997.0,Holidays on Ice,Holidays on Ice,eng,3.95,82591,90898,4509,1685,5179,20216,32529,31289,https://images.gr-assets.com/books/1328330843m/4136.jpg,https://images.gr-assets.com/books/1328330843s/4136.jpg,4135
952,9420,9420,3284660,80,385338708,9780385338710.0,Sophie Kinsella,2007.0,Shopaholic and Baby,"Shopaholic & Baby (Shopaholic, #5)",eng,3.77,98130,103621,2434,2341,7661,29880,34857,28882,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9418
953,5091,5091,6309701,105,1416524525,9781416524530.0,Stephen King,2004.0,The Dark Tower,"The Dark Tower (The Dark Tower, #7)",en-US,4.27,93296,104085,3945,1630,3759,13375,31203,54118,https://images.gr-assets.com/books/1372296329m/5091.jpg,https://images.gr-assets.com/books/1372296329s/5091.jpg,5090
955,9418,9418,3238753,93,440241812,9780440241810.0,Sophie Kinsella,2001.0,Shopaholic Abroad,"Shopaholic Takes Manhattan (Shopaholic, #2)",en-US,3.75,93498,100718,2785,1635,7071,31036,35898,25078,https://images.gr-assets.com/books/1266449959m/9418.jpg,https://images.gr-assets.com/books/1266449959s/9418.jpg,9416
956,5544,5544,321174,97,393316041,9780393316050.0,Richard Feynman,1984.0,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character","Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",en-US,4.29,91625,97719,3500,2080,2616,11036,30784,51203,https://images.gr-assets.com/books/1348445281m/5544.jpg,https://images.gr-assets.com/books/1348445281s/5544.jpg,5543
958,3579,3579,7365,40,553609416,76783609419.0,L.M. Montgomery,1908.0,The Complete Anne of Green Gables Boxed Set,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",,4.42,92142,93067,1438,1395,1991,9286,23394,57001,https://images.gr-assets.com/books/1267721500m/3579.jpg,https://images.gr-assets.com/books/1267721500s/3579.jpg,3578
959,7588,7588,3298883,766,142437344,9780142437350.0,"James Joyce, Seamus Deane",1916.0,A Portrait of the Artist as a Young Man,A Portrait of the Artist as a Young Man,eng,3.6,92569,103232,3934,6367,11067,26108,33169,26521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7587
963,5350,5350,1110983,118,385339100,9780385339100.0,John Grisham,1997.0,The Partner,The Partner,,3.89,86870,91921,1896,746,4116,25227,36009,25823,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5349
964,30,30,89369,74,345538374,9780345538380.0,J.R.R. Tolkien,1973.0,The Hobbit and The Lord of the Rings,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,eng,4.59,90907,94348,1565,826,1281,5819,19982,66440,https://images.gr-assets.com/books/1346072396m/30.jpg,https://images.gr-assets.com/books/1346072396s/30.jpg,29
969,1911,1911,711993,83,374292795,9780374292800.0,Thomas L. Friedman,2005.0,The World Is Flat: A Brief History of the Twenty-first Century,The World Is Flat: A Brief History of the Twenty-first Century,en-US,3.66,78271,83905,3277,3342,7529,22896,30500,19638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1910
996,6854,6854,1341652,67,312966091,9780312966100.0,Janet Evanovich,1997.0,Three to Get Deadly,"Three to Get Deadly (Stephanie Plum, #3)",en-US,4.14,113400,118305,2912,332,2257,23249,47014,45453,https://images.gr-assets.com/books/1311727539m/6854.jpg,https://images.gr-assets.com/books/1311727539s/6854.jpg,6853
1005,3711,3711,7480,115,375703861,9780375703870.0,Zadie Smith,1999.0,White Teeth,White Teeth,en-US,3.75,82474,90629,5347,2679,7363,23002,34725,22860,https://images.gr-assets.com/books/1374739885m/3711.jpg,https://images.gr-assets.com/books/1374739885s/3711.jpg,3710
1014,8698,6091075,3078120,119,330491237,9780330491240.0,Douglas Adams,1984.0,"So Long, and Thanks for All the Fish","So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",eng,4.08,93774,109535,2020,624,4454,22611,39988,41858,https://images.gr-assets.com/books/1369563116m/8698.jpg,https://images.gr-assets.com/books/1369563116s/8698.jpg,8696
1025,7214,7214,10352,38,785263705,9780785263710.0,Donald Miller,2003.0,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,en-US,3.92,82090,83060,3546,2857,5382,16699,28410,29712,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7213
1031,4631,4631,2459084,208,99285045,9780099285040.0,Ernest Hemingway,1964.0,A Moveable Feast,A Moveable Feast,eng,4.04,69992,90690,6350,1317,4027,17732,34395,33219,https://images.gr-assets.com/books/1427463201m/4631.jpg,https://images.gr-assets.com/books/1427463201s/4631.jpg,4630
1037,5351,5351,1040524,119,385339097,9780385339090.0,John Grisham,1998.0,The Street Lawyer,The Street Lawyer,eng,3.81,80577,86456,1912,1041,5173,25497,32176,22569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5350
1042,365,365,1042123,83,671746723,9780671746730.0,Douglas Adams,1987.0,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),en-US,3.97,89569,96230,2408,993,4735,22168,36270,32064,https://images.gr-assets.com/books/1404697381m/365.jpg,https://images.gr-assets.com/books/1404697381s/365.jpg,364
1053,5093,5093,1178083,12,1416521496,9781416521500.0,"Stephen King, Darrel Anderson",2004.0,Song of Susannah,"Song of Susannah (The Dark Tower, #6)",eng,3.98,84957,95650,2508,1267,5052,21315,34246,33770,https://images.gr-assets.com/books/1372296326m/5093.jpg,https://images.gr-assets.com/books/1372296326s/5093.jpg,5092
1057,5348,5348,2777175,114,440234743,9780440234750.0,John Grisham,1999.0,The Testament,The Testament,,3.83,80377,86213,2264,1012,5098,24899,31881,23323,https://images.gr-assets.com/books/1403174228m/5348.jpg,https://images.gr-assets.com/books/1403174228s/5348.jpg,5347
1063,9419,9419,2992357,84,440241898,9780440241900.0,Sophie Kinsella,2002.0,Shopaholic Ties the Knot,"Shopaholic Ties the Knot (Shopaholic, #3)",eng,3.77,88139,93578,2306,1441,6585,28580,32779,24193,https://images.gr-assets.com/books/1371383294m/9419.jpg,https://images.gr-assets.com/books/1371383294s/9419.jpg,9417
1064,5890,5890,1303710,721,141439610,9780141439620.0,"Wilkie Collins, Matthew Sweet",1859.0,The Woman in White,The Woman in White,eng,3.98,93134,103301,5668,1971,5120,21879,38080,36251,https://images.gr-assets.com/books/1295661017m/5890.jpg,https://images.gr-assets.com/books/1295661017s/5890.jpg,5889
1067,6422,6422,2322486,59,312966970,9780312966970.0,Janet Evanovich,1998.0,Four to Score ,"Four to Score (Stephanie Plum, #4)",en-US,4.17,106871,111633,2527,286,1886,20825,44410,44226,https://images.gr-assets.com/books/1311983211m/6422.jpg,https://images.gr-assets.com/books/1311983211s/6422.jpg,6421
1073,5797,5797,1057468,650,141439831,9780141439840.0,"William Makepeace Thackeray, John Carey",1847.0,Vanity Fair: A Novel Without a Hero,Vanity Fair,eng,3.76,91323,97978,2598,3050,8007,25897,33250,27774,https://images.gr-assets.com/books/1344386439m/5797.jpg,https://images.gr-assets.com/books/1344386439s/5797.jpg,5796
1074,4982,4982,905970,102,1857988841,9781857988840.0,Kurt Vonnegut Jr.,1959.0,The Sirens of Titan,The Sirens of Titan,en-GB,4.16,72493,83867,3241,552,2636,14460,31577,34642,https://images.gr-assets.com/books/1419363185m/4982.jpg,https://images.gr-assets.com/books/1419363185s/4982.jpg,4981
1078,1633,1633,5759,115,142000280,9780142000280.0,David    Allen,2001.0,Getting Things Done: How To Achieve Stress-free Productivity,Getting Things Done: The Art of Stress-Free Productivity,en-GB,3.98,75665,82166,3586,2135,4336,16752,28650,30293,https://images.gr-assets.com/books/1312474060m/1633.jpg,https://images.gr-assets.com/books/1312474060s/1633.jpg,1632
1096,706,706,1589081,20,713998946,9780713998950.0,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004.0,America (The Book): A Citizen's Guide to Democracy Inaction,America (The Book): A Citizen's Guide to Democracy Inaction,eng,4.02,74511,79555,1378,1072,3011,16474,31432,27566,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,705
1105,106,106,3634570,140,441172695,9780441172700.0,Frank Herbert,1969.0,Dune Messiah ,Dune Messiah (Dune Chronicles #2),eng,3.86,82580,90432,2283,1026,5333,23541,36242,24290,https://images.gr-assets.com/books/1392528394m/106.jpg,https://images.gr-assets.com/books/1392528394s/106.jpg,105
1117,8650,8650,1212784,121,752224417,9780752224410.0,Michael Crichton,1995.0,The Lost World,"The Lost World (Jurassic Park, #2)",eng,3.72,83389,92767,2426,1339,7287,28723,33791,21627,https://images.gr-assets.com/books/1386864575m/8650.jpg,https://images.gr-assets.com/books/1386864575s/8650.jpg,8648
1142,816,816,1166797,3,60512806,9780060512800.0,Neal Stephenson,1999.0,Cryptonomicon,Cryptonomicon,eng,4.25,72683,81409,4342,1223,2983,10487,26399,40317,https://images.gr-assets.com/books/1327931476m/816.jpg,https://images.gr-assets.com/books/1327931476s/816.jpg,815
1145,5204,5204,420701,52,452282829,9780452282830.0,Joyce Carol Oates,1996.0,We Were the Mulvaneys,We Were the Mulvaneys,eng,3.7,77251,80906,2557,2679,7047,22287,29134,19759,https://images.gr-assets.com/books/1309282868m/5204.jpg,https://images.gr-assets.com/books/1309282868s/5204.jpg,5203
